REF_AREA,TIME_PERIOD,ENERGY_PRODUCT,FLOW_BREAKDOWN,UNIT_MEASURE,OBS_VALUE,ASSESSMENT_CODE
AE,2014-01,CRUDEOIL,STOCKCH,KL,245.7948,3
AE,2014-01,CRUDEOIL,STOCKCH,KTONS,203.5282,3
AE,2014-01,CRUDEOIL,TOTEXPSB,CONVBBL,7596.0000,3
AE,2014-01,CRUDEOIL,TOTEXPSB,KBBL,76167.0000,3
AE,2014-01,CRUDEOIL,TOTEXPSB,KBD,2457.0000,3
AE,2014-01,CRUDEOIL,TOTEXPSB,KL,12109.6060,3
AE,2014-01,CRUDEOIL,TOTEXPSB,KTONS,10027.2512,3
AE,2014-01,CRUDEOIL,TOTIMPSB,CONVBBL,7596.0000,3
AE,2014-01,CRUDEOIL,TOTIMPSB,KBBL,868.0000,3
AE,2014-01,CRUDEOIL,TOTIMPSB,KBD,28.0000,3
AE,2014-01,CRUDEOIL,TOTIMPSB,KL,138.0012,3
AE,2014-01,CRUDEOIL,TOTIMPSB,KTONS,114.2707,3
AE,2014-01,CRUDEOIL,TRANSBAK,CONVBBL,7596.0000,3
AE,2014-01,CRUDEOIL,TRANSBAK,KBBL,-,3
AE,2014-01,CRUDEOIL,TRANSBAK,KBD,-,3
AE,2014-01,CRUDEOIL,TRANSBAK,KL,-,3
AE,2014-01,CRUDEOIL,TRANSBAK,KTONS,-,3
AE,2014-02,CRUDEOIL,CLOSTLV,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,CLOSTLV,KBBL,0.0000,3
AE,2014-02,CRUDEOIL,CLOSTLV,KBD,x,3
AE,2014-02,CRUDEOIL,CLOSTLV,KL,0.0000,3
AE,2014-02,CRUDEOIL,CLOSTLV,KTONS,0.0000,3
AE,2014-02,CRUDEOIL,DIRECUSE,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,DIRECUSE,KBBL,2828.0000,3
AE,2014-02,CRUDEOIL,DIRECUSE,KBD,101.0000,3
AE,2014-02,CRUDEOIL,DIRECUSE,KL,449.6168,3
AE,2014-02,CRUDEOIL,DIRECUSE,KTONS,372.3012,3
AE,2014-02,CRUDEOIL,INDPROD,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,INDPROD,KBBL,85204.0000,1
AE,2014-02,CRUDEOIL,INDPROD,KBD,3043.0000,1
AE,2014-02,CRUDEOIL,INDPROD,KL,13546.3767,1
AE,2014-02,CRUDEOIL,INDPROD,KTONS,11216.9563,1
AE,2014-02,CRUDEOIL,OSOURCES,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,OSOURCES,KBBL,-,3
AE,2014-02,CRUDEOIL,OSOURCES,KBD,-,3
AE,2014-02,CRUDEOIL,OSOURCES,KL,-,3
AE,2014-02,CRUDEOIL,OSOURCES,KTONS,-,3
AE,2014-02,CRUDEOIL,REFINOBS,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,REFINOBS,KBBL,13300.0000,3
AE,2014-02,CRUDEOIL,REFINOBS,KBD,475.0000,3
AE,2014-02,CRUDEOIL,REFINOBS,KL,2114.5346,3
AE,2014-02,CRUDEOIL,REFINOBS,KTONS,1750.9215,3
AE,2014-02,CRUDEOIL,STATDIFF,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,STATDIFF,KBBL,0.0000,3
AE,2014-02,CRUDEOIL,STATDIFF,KBD,0.0000,3
AE,2014-02,CRUDEOIL,STATDIFF,KL,0.0000,3
AE,2014-02,CRUDEOIL,STATDIFF,KTONS,0.0000,3
AE,2014-02,CRUDEOIL,STOCKCH,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,STOCKCH,KBBL,3815.0000,3
AE,2014-02,CRUDEOIL,STOCKCH,KBD,x,3
AE,2014-02,CRUDEOIL,STOCKCH,KL,606.5376,3
AE,2014-02,CRUDEOIL,STOCKCH,KTONS,502.2380,3
AE,2014-02,CRUDEOIL,TOTEXPSB,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,TOTEXPSB,KBBL,66276.0000,3
AE,2014-02,CRUDEOIL,TOTEXPSB,KBD,2367.0000,3
AE,2014-02,CRUDEOIL,TOTEXPSB,KL,10537.0600,3
AE,2014-02,CRUDEOIL,TOTEXPSB,KTONS,8725.1185,3
AE,2014-02,CRUDEOIL,TOTIMPSB,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,TOTIMPSB,KBBL,1036.0000,3
AE,2014-02,CRUDEOIL,TOTIMPSB,KBD,37.0000,3
AE,2014-02,CRUDEOIL,TOTIMPSB,KL,164.7111,3
AE,2014-02,CRUDEOIL,TOTIMPSB,KTONS,136.3876,3
AE,2014-02,CRUDEOIL,TRANSBAK,CONVBBL,7596.0000,3
AE,2014-02,CRUDEOIL,TRANSBAK,KBBL,-,3
AE,2014-02,CRUDEOIL,TRANSBAK,KBD,-,3
AE,2014-02,CRUDEOIL,TRANSBAK,KL,-,3
AE,2014-02,CRUDEOIL,TRANSBAK,KTONS,-,3
AE,2014-03,CRUDEOIL,CLOSTLV,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,CLOSTLV,KBBL,0.0000,3
AE,2014-03,CRUDEOIL,CLOSTLV,KBD,x,3
AE,2014-03,CRUDEOIL,CLOSTLV,KL,0.0000,3
AE,2014-03,CRUDEOIL,CLOSTLV,KTONS,0.0000,3
AE,2014-03,CRUDEOIL,DIRECUSE,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,DIRECUSE,KBBL,403.0000,3
AE,2014-03,CRUDEOIL,DIRECUSE,KBD,13.0000,3
AE,2014-03,CRUDEOIL,DIRECUSE,KL,64.0720,3
AE,2014-03,CRUDEOIL,DIRECUSE,KTONS,53.0542,3
AE,2014-03,CRUDEOIL,INDPROD,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,INDPROD,KBBL,93093.0000,1
AE,2014-03,CRUDEOIL,INDPROD,KBD,3003.0000,1
AE,2014-03,CRUDEOIL,INDPROD,KL,14800.6296,1
AE,2014-03,CRUDEOIL,INDPROD,KTONS,12255.5292,1
AE,2014-03,CRUDEOIL,OSOURCES,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,OSOURCES,KBBL,-,3
AE,2014-03,CRUDEOIL,OSOURCES,KBD,-,3
AE,2014-03,CRUDEOIL,OSOURCES,KL,-,3
AE,2014-03,CRUDEOIL,OSOURCES,KTONS,-,3
AE,2014-03,CRUDEOIL,REFINOBS,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,REFINOBS,KBBL,14849.0000,3
AE,2014-03,CRUDEOIL,REFINOBS,KBD,479.0000,3
AE,2014-03,CRUDEOIL,REFINOBS,KL,2360.8064,3
AE,2014-03,CRUDEOIL,REFINOBS,KTONS,1954.8447,3
AE,2014-03,CRUDEOIL,STATDIFF,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,STATDIFF,KBBL,0.0000,3
AE,2014-03,CRUDEOIL,STATDIFF,KBD,0.0000,3
AE,2014-03,CRUDEOIL,STATDIFF,KL,0.0000,3
AE,2014-03,CRUDEOIL,STATDIFF,KTONS,0.0000,3
AE,2014-03,CRUDEOIL,STOCKCH,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,STOCKCH,KBBL,-1631.0000,3
AE,2014-03,CRUDEOIL,STOCKCH,KBD,x,3
AE,2014-03,CRUDEOIL,STOCKCH,KL,-259.3087,3
AE,2014-03,CRUDEOIL,STOCKCH,KTONS,-214.7183,3
AE,2014-03,CRUDEOIL,TOTEXPSB,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,TOTEXPSB,KBBL,80383.0000,3
AE,2014-03,CRUDEOIL,TOTEXPSB,KBD,2593.0000,3
AE,2014-03,CRUDEOIL,TOTEXPSB,KL,12779.8976,3
AE,2014-03,CRUDEOIL,TOTEXPSB,KTONS,10582.2801,3
AE,2014-03,CRUDEOIL,TOTIMPSB,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,TOTIMPSB,KBBL,1178.0000,3
AE,2014-03,CRUDEOIL,TOTIMPSB,KBD,38.0000,3
AE,2014-03,CRUDEOIL,TOTIMPSB,KL,187.2874,3
AE,2014-03,CRUDEOIL,TOTIMPSB,KTONS,155.0816,3
AE,2014-03,CRUDEOIL,TRANSBAK,CONVBBL,7596.0000,3
AE,2014-03,CRUDEOIL,TRANSBAK,KBBL,-,3
AE,2014-03,CRUDEOIL,TRANSBAK,KBD,-,3
AE,2014-03,CRUDEOIL,TRANSBAK,KL,-,3
AE,2014-03,CRUDEOIL,TRANSBAK,KTONS,-,3
AE,2014-04,CRUDEOIL,CLOSTLV,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,CLOSTLV,KBBL,0.0000,3
AE,2014-04,CRUDEOIL,CLOSTLV,KBD,x,3
AE,2014-04,CRUDEOIL,CLOSTLV,KL,0.0000,3
AE,2014-04,CRUDEOIL,CLOSTLV,KTONS,0.0000,3
AE,2014-04,CRUDEOIL,DIRECUSE,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,DIRECUSE,KBBL,540.0000,3
AE,2014-04,CRUDEOIL,DIRECUSE,KBD,18.0000,3
AE,2014-04,CRUDEOIL,DIRECUSE,KL,85.8533,3
AE,2014-04,CRUDEOIL,DIRECUSE,KTONS,71.0900,3
AE,2014-04,CRUDEOIL,INDPROD,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,INDPROD,KBBL,84900.0000,1
AE,2014-04,CRUDEOIL,INDPROD,KBD,2830.0000,1
AE,2014-04,CRUDEOIL,INDPROD,KL,13498.0445,1
AE,2014-04,CRUDEOIL,INDPROD,KTONS,11176.9352,1
AE,2014-04,CRUDEOIL,OSOURCES,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,OSOURCES,KBBL,-,3
AE,2014-04,CRUDEOIL,OSOURCES,KBD,-,3
AE,2014-04,CRUDEOIL,OSOURCES,KL,-,3
AE,2014-04,CRUDEOIL,OSOURCES,KTONS,-,3
AE,2014-04,CRUDEOIL,REFINOBS,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,REFINOBS,KBBL,13590.0000,3
AE,2014-04,CRUDEOIL,REFINOBS,KBD,453.0000,3
AE,2014-04,CRUDEOIL,REFINOBS,KL,2160.6410,3
AE,2014-04,CRUDEOIL,REFINOBS,KTONS,1789.0995,3
AE,2014-04,CRUDEOIL,STATDIFF,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,STATDIFF,KBBL,0.0000,3
AE,2014-04,CRUDEOIL,STATDIFF,KBD,0.0000,3
AE,2014-04,CRUDEOIL,STATDIFF,KL,0.0000,3
AE,2014-04,CRUDEOIL,STATDIFF,KTONS,0.0000,3
AE,2014-04,CRUDEOIL,STOCKCH,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,STOCKCH,KBBL,-122.0000,3
AE,2014-04,CRUDEOIL,STOCKCH,KBD,x,3
AE,2014-04,CRUDEOIL,STOCKCH,KL,-19.3965,3
AE,2014-04,CRUDEOIL,STOCKCH,KTONS,-16.0611,3
AE,2014-04,CRUDEOIL,TOTEXPSB,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,TOTEXPSB,KBBL,71430.0000,3
AE,2014-04,CRUDEOIL,TOTEXPSB,KBD,2381.0000,3
AE,2014-04,CRUDEOIL,TOTEXPSB,KL,11356.4819,3
AE,2014-04,CRUDEOIL,TOTEXPSB,KTONS,9403.6335,3
AE,2014-04,CRUDEOIL,TOTIMPSB,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,TOTIMPSB,KBBL,540.0000,3
AE,2014-04,CRUDEOIL,TOTIMPSB,KBD,18.0000,3
AE,2014-04,CRUDEOIL,TOTIMPSB,KL,85.8533,3
AE,2014-04,CRUDEOIL,TOTIMPSB,KTONS,71.0900,3
AE,2014-04,CRUDEOIL,TRANSBAK,CONVBBL,7596.0000,3
AE,2014-04,CRUDEOIL,TRANSBAK,KBBL,-,3
AE,2014-04,CRUDEOIL,TRANSBAK,KBD,-,3
AE,2014-04,CRUDEOIL,TRANSBAK,KL,-,3
AE,2014-04,CRUDEOIL,TRANSBAK,KTONS,-,3
AE,2014-05,CRUDEOIL,CLOSTLV,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,CLOSTLV,KBBL,0.0000,3
AE,2014-05,CRUDEOIL,CLOSTLV,KBD,x,3
AE,2014-05,CRUDEOIL,CLOSTLV,KL,0.0000,3
AE,2014-05,CRUDEOIL,CLOSTLV,KTONS,0.0000,3
AE,2014-05,CRUDEOIL,DIRECUSE,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,DIRECUSE,KBBL,248.0000,3
AE,2014-05,CRUDEOIL,DIRECUSE,KBD,8.0000,3
AE,2014-05,CRUDEOIL,DIRECUSE,KL,39.4289,3
AE,2014-05,CRUDEOIL,DIRECUSE,KTONS,32.6488,3
AE,2014-05,CRUDEOIL,INDPROD,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,INDPROD,KBBL,95790.0000,1
AE,2014-05,CRUDEOIL,INDPROD,KBD,3090.0000,1
AE,2014-05,CRUDEOIL,INDPROD,KL,15229.4191,1
AE,2014-05,CRUDEOIL,INDPROD,KTONS,12610.5845,1
AE,2014-05,CRUDEOIL,OSOURCES,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,OSOURCES,KBBL,-,3
AE,2014-05,CRUDEOIL,OSOURCES,KBD,-,3
AE,2014-05,CRUDEOIL,OSOURCES,KL,-,3
AE,2014-05,CRUDEOIL,OSOURCES,KTONS,-,3
AE,2014-05,CRUDEOIL,REFINOBS,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,REFINOBS,KBBL,14756.0000,3
AE,2014-05,CRUDEOIL,REFINOBS,KBD,476.0000,3
AE,2014-05,CRUDEOIL,REFINOBS,KL,2346.0205,3
AE,2014-05,CRUDEOIL,REFINOBS,KTONS,1942.6014,3
AE,2014-05,CRUDEOIL,STATDIFF,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,STATDIFF,KBBL,0.0000,3
AE,2014-05,CRUDEOIL,STATDIFF,KBD,0.0000,3
AE,2014-05,CRUDEOIL,STATDIFF,KL,0.0000,3
AE,2014-05,CRUDEOIL,STATDIFF,KTONS,0.0000,3
AE,2014-05,CRUDEOIL,STOCKCH,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,STOCKCH,KBBL,602.0000,3
AE,2014-05,CRUDEOIL,STOCKCH,KBD,x,3
AE,2014-05,CRUDEOIL,STOCKCH,KL,95.7105,3
AE,2014-05,CRUDEOIL,STOCKCH,KTONS,79.2522,3
AE,2014-05,CRUDEOIL,TOTEXPSB,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,TOTEXPSB,KBBL,81871.0000,3
AE,2014-05,CRUDEOIL,TOTEXPSB,KBD,2641.0000,3
AE,2014-05,CRUDEOIL,TOTEXPSB,KL,13016.4711,3
AE,2014-05,CRUDEOIL,TOTEXPSB,KTONS,10778.1727,3
AE,2014-05,CRUDEOIL,TOTIMPSB,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,TOTIMPSB,KBBL,1674.0000,3
AE,2014-05,CRUDEOIL,TOTIMPSB,KBD,54.0000,3
AE,2014-05,CRUDEOIL,TOTIMPSB,KL,266.1452,3
AE,2014-05,CRUDEOIL,TOTIMPSB,KTONS,220.3791,3
AE,2014-05,CRUDEOIL,TRANSBAK,CONVBBL,7596.0000,3
AE,2014-05,CRUDEOIL,TRANSBAK,KBBL,-,3
AE,2014-05,CRUDEOIL,TRANSBAK,KBD,-,3
AE,2014-05,CRUDEOIL,TRANSBAK,KL,-,3
AE,2014-05,CRUDEOIL,TRANSBAK,KTONS,-,3
AE,2014-06,CRUDEOIL,CLOSTLV,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,CLOSTLV,KBBL,0.0000,3
AE,2014-06,CRUDEOIL,CLOSTLV,KBD,x,3
AE,2014-06,CRUDEOIL,CLOSTLV,KL,0.0000,3
AE,2014-06,CRUDEOIL,CLOSTLV,KTONS,0.0000,3
AE,2014-06,CRUDEOIL,DIRECUSE,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,DIRECUSE,KBBL,900.0000,3
AE,2014-06,CRUDEOIL,DIRECUSE,KBD,30.0000,3
AE,2014-06,CRUDEOIL,DIRECUSE,KL,143.0888,3
AE,2014-06,CRUDEOIL,DIRECUSE,KTONS,118.4834,3
AE,2014-06,CRUDEOIL,INDPROD,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,INDPROD,KBBL,93240.0000,1
AE,2014-06,CRUDEOIL,INDPROD,KBD,3108.0000,1
AE,2014-06,CRUDEOIL,INDPROD,KL,14824.0008,1
AE,2014-06,CRUDEOIL,INDPROD,KTONS,12274.8815,1
AE,2014-06,CRUDEOIL,OSOURCES,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,OSOURCES,KBBL,-,3
AE,2014-06,CRUDEOIL,OSOURCES,KBD,-,3
AE,2014-06,CRUDEOIL,OSOURCES,KL,-,3
AE,2014-06,CRUDEOIL,OSOURCES,KTONS,-,3
AE,2014-06,CRUDEOIL,REFINOBS,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,REFINOBS,KBBL,14250.0000,3
AE,2014-06,CRUDEOIL,REFINOBS,KBD,475.0000,3
AE,2014-06,CRUDEOIL,REFINOBS,KL,2265.5728,3
AE,2014-06,CRUDEOIL,REFINOBS,KTONS,1875.9874,3
AE,2014-06,CRUDEOIL,STATDIFF,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,STATDIFF,KBBL,0.0000,3
AE,2014-06,CRUDEOIL,STATDIFF,KBD,0.0000,3
AE,2014-06,CRUDEOIL,STATDIFF,KL,0.0000,3
AE,2014-06,CRUDEOIL,STATDIFF,KTONS,0.0000,3
AE,2014-06,CRUDEOIL,STOCKCH,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,STOCKCH,KBBL,-235.0000,3
AE,2014-06,CRUDEOIL,STOCKCH,KBD,x,3
AE,2014-06,CRUDEOIL,STOCKCH,KL,-37.3621,3
AE,2014-06,CRUDEOIL,STOCKCH,KTONS,-30.9373,3
AE,2014-06,CRUDEOIL,TOTEXPSB,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,TOTEXPSB,KBBL,79140.0000,3
AE,2014-06,CRUDEOIL,TOTEXPSB,KBD,2638.0000,3
AE,2014-06,CRUDEOIL,TOTEXPSB,KL,12582.2761,3
AE,2014-06,CRUDEOIL,TOTEXPSB,KTONS,10418.6414,3
AE,2014-06,CRUDEOIL,TOTIMPSB,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,TOTIMPSB,KBBL,810.0000,3
AE,2014-06,CRUDEOIL,TOTIMPSB,KBD,27.0000,3
AE,2014-06,CRUDEOIL,TOTIMPSB,KL,128.7799,3
AE,2014-06,CRUDEOIL,TOTIMPSB,KTONS,106.6351,3
AE,2014-06,CRUDEOIL,TRANSBAK,CONVBBL,7596.0000,3
AE,2014-06,CRUDEOIL,TRANSBAK,KBBL,-,3
AE,2014-06,CRUDEOIL,TRANSBAK,KBD,-,3
AE,2014-06,CRUDEOIL,TRANSBAK,KL,-,3
AE,2014-06,CRUDEOIL,TRANSBAK,KTONS,-,3
AE,2014-07,CRUDEOIL,CLOSTLV,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,CLOSTLV,KBBL,0.0000,3
AE,2014-07,CRUDEOIL,CLOSTLV,KBD,x,3
AE,2014-07,CRUDEOIL,CLOSTLV,KL,0.0000,3
AE,2014-07,CRUDEOIL,CLOSTLV,KTONS,0.0000,3
AE,2014-07,CRUDEOIL,DIRECUSE,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,DIRECUSE,KBBL,1147.0000,3
AE,2014-07,CRUDEOIL,DIRECUSE,KBD,37.0000,3
AE,2014-07,CRUDEOIL,DIRECUSE,KL,182.3587,3
AE,2014-07,CRUDEOIL,DIRECUSE,KTONS,151.0005,3
AE,2014-07,CRUDEOIL,INDPROD,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,INDPROD,KBBL,97588.0000,1
AE,2014-07,CRUDEOIL,INDPROD,KBD,3148.0000,1
AE,2014-07,CRUDEOIL,INDPROD,KL,15515.2787,1
AE,2014-07,CRUDEOIL,INDPROD,KTONS,12847.2880,1
AE,2014-07,CRUDEOIL,OSOURCES,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,OSOURCES,KBBL,-,3
AE,2014-07,CRUDEOIL,OSOURCES,KBD,-,3
AE,2014-07,CRUDEOIL,OSOURCES,KL,-,3
AE,2014-07,CRUDEOIL,OSOURCES,KTONS,-,3
AE,2014-07,CRUDEOIL,REFINOBS,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,REFINOBS,KBBL,16337.0000,3
AE,2014-07,CRUDEOIL,REFINOBS,KBD,527.0000,3
AE,2014-07,CRUDEOIL,REFINOBS,KL,2597.3799,3
AE,2014-07,CRUDEOIL,REFINOBS,KTONS,2150.7372,3
AE,2014-07,CRUDEOIL,STATDIFF,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,STATDIFF,KBBL,93.0000,3
AE,2014-07,CRUDEOIL,STATDIFF,KBD,3.0000,3
AE,2014-07,CRUDEOIL,STATDIFF,KL,14.7858,3
AE,2014-07,CRUDEOIL,STATDIFF,KTONS,12.2433,3
AE,2014-07,CRUDEOIL,STOCKCH,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,STOCKCH,KBBL,-1212.0000,3
AE,2014-07,CRUDEOIL,STOCKCH,KBD,x,3
AE,2014-07,CRUDEOIL,STOCKCH,KL,-192.6929,3
AE,2014-07,CRUDEOIL,STOCKCH,KTONS,-159.5577,3
AE,2014-07,CRUDEOIL,TOTEXPSB,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,TOTEXPSB,KBBL,82305.0000,3
AE,2014-07,CRUDEOIL,TOTEXPSB,KBD,2655.0000,3
AE,2014-07,CRUDEOIL,TOTEXPSB,KL,13085.4717,3
AE,2014-07,CRUDEOIL,TOTEXPSB,KTONS,10835.3081,3
AE,2014-07,CRUDEOIL,TOTIMPSB,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,TOTIMPSB,KBBL,1054.0000,3
AE,2014-07,CRUDEOIL,TOTIMPSB,KBD,34.0000,3
AE,2014-07,CRUDEOIL,TOTIMPSB,KL,167.5729,3
AE,2014-07,CRUDEOIL,TOTIMPSB,KTONS,138.7572,3
AE,2014-07,CRUDEOIL,TRANSBAK,CONVBBL,7596.0000,3
AE,2014-07,CRUDEOIL,TRANSBAK,KBBL,-,3
AE,2014-07,CRUDEOIL,TRANSBAK,KBD,-,3
AE,2014-07,CRUDEOIL,TRANSBAK,KL,-,3
AE,2014-07,CRUDEOIL,TRANSBAK,KTONS,-,3
AE,2014-08,CRUDEOIL,CLOSTLV,CONVBBL,7596.0000,3
AE,2014-08,CRUDEOIL,CLOSTLV,KBBL,0.0000,3
AE,2014-08,CRUDEOIL,CLOSTLV,KBD,x,3
AE,2014-08,CRUDEOIL,CLOSTLV,KL,0.0000,3
AE,2014-08,CRUDEOIL,CLOSTLV,KTONS,0.0000,3
AE,2014-08,CRUDEOIL,DIRECUSE,CONVBBL,7596.0000,3
AE,2014-08,CRUDEOIL,DIRECUSE,KBBL,2015.0000,3
AE,2014-08,CRUDEOIL,DIRECUSE,KBD,65.0000,3
AE,2014-08,CRUDEOIL,DIRECUSE,KL,320.3599,3
AE,2014-08,CRUDEOIL,DIRECUSE,KTONS,265.2712,3
AE,2014-08,CRUDEOIL,INDPROD,CONVBBL,7596.0000,3
AE,2014-08,CRUDEOIL,INDPROD,KBBL,98301.0000,1
AE,2014-08,CRUDEOIL,INDPROD,KBD,3171.0000,1
AE,2014-08,CRUDEOIL,INDPROD,KL,15628.6368,1
AE,2014-08,CRUDEOIL,INDPROD,KTONS,12941.1532,1
AE,2014-08,CRUDEOIL,OSOURCES,CONVBBL,7596.0000,3
AE,2014-08,CRUDEOIL,OSOURCES,KBBL,-,3
AE,2014-08,CRUDEOIL,OSOURCES,KBD,-,3
AE,2014-08,CRUDEOIL,OSOURCES,KL,-,3
AE,2014-08,CRUDEOIL,OSOURCES,KTONS,-,3
AE,2014-08,CRUDEOIL,REFINOBS,CONVBBL,7596.0000,3
AE,2014-08,CRUDEOIL,REFINOBS,KBBL,16492.0000,3
AE,2014-08,CRUDEOIL,REFINOBS,KBD,532.0000,3
AE,2014-08,CRUDEOIL,REFINOBS,KL,2622.0230,3
AE,2014-08,CRUDEOIL,REFINOBS,KTONS,2171.1427,3
AE,2014-08,CRUDEOIL,STATDIFF,CONVBBL,7596.0000,3
AE,2014-08,CRUDEOIL,STATDIFF,KBBL,31.0000,3
AE,2014-08,CRUDEOIL,STATDIFF,KBD,1.0000,3
AE,2014-08,CRUDEOIL,STATDIFF,KL,4.9286,3
AE,2014-08,CRUDEOIL,STATDIFF,KTONS,4.0811,3
AE,2014-08,CRUDEOIL,STOCKCH,CONVBBL,7596.0000,3
